topicId,topicTitle,slotId,slotLabel,slotPurpose,referenceId,referenceTitle,category,platform,score,reason
"new-chinese-qipao","新中式/旗袍写真","shotAngle","拍摄角度/景别","决定镜头距离、机位、运动方式和画面覆盖范围。","pose-侧坐案前-条目-5-5","条目 5","国风/汉服","Obsidian","25","命中选题关键词/场景；匹配拍摄角度/景别"
"new-chinese-qipao","新中式/旗袍写真","poseGuide","姿势引导","现场给模特说什么、身体怎么摆、动作怎么引导。","doc-摄影姿势库-汉服-园林汉服-00-园林汉服姿势库-md","汉服园林拍照姿势库","国风/汉服","Obsidian","36","命中选题关键词/场景；匹配姿势引导"
"new-chinese-qipao","新中式/旗袍写真","poseGuide","姿势引导","现场给模特说什么、身体怎么摆、动作怎么引导。","doc-摄影姿势库-汉服-园林汉服-pose-回眸侧身-md","回眸侧身姿势","国风/汉服","Obsidian","33","命中选题关键词/场景；匹配姿势引导"
"new-chinese-qipao","新中式/旗袍写真","poseGuide","姿势引导","现场给模特说什么、身体怎么摆、动作怎么引导。","doc-摄影姿势库-汉服-室内汉服-00-室内汉服姿势库-md","汉服室内拍照姿势库","国风/汉服","Obsidian","33","命中选题关键词/场景；匹配姿势引导"
"new-chinese-qipao","新中式/旗袍写真","poseGuide","姿势引导","现场给模特说什么、身体怎么摆、动作怎么引导。","doc-摄影姿势库-汉服-室内汉服-pose-侧坐案前-md","侧坐案前姿势","国风/汉服","Obsidian","28","命中选题关键词/场景；匹配姿势引导"
"new-chinese-qipao","新中式/旗袍写真","poseGuide","姿势引导","现场给模特说什么、身体怎么摆、动作怎么引导。","doc-摄影姿势库-汉服-园林汉服-pose-站立持花-md","站立持花姿势","国风/汉服","Obsidian","27","命中选题关键词/场景；匹配姿势引导"
"new-chinese-qipao","新中式/旗袍写真","poseGuide","姿势引导","现场给模特说什么、身体怎么摆、动作怎么引导。","00-室内汉服姿势库-侧坐案前-1","[[侧坐案前]]","国风/汉服","Obsidian","25","命中选题关键词/场景；匹配姿势引导"
"new-chinese-qipao","新中式/旗袍写真","composition","构图","选择三分、居中、线条、留白、前后景层次等构图策略。","pose-侧坐案前-条目-5-5","条目 5","国风/汉服","Obsidian","22","命中选题关键词/场景；匹配构图"
"new-chinese-qipao","新中式/旗袍写真","composition","构图","选择三分、居中、线条、留白、前后景层次等构图策略。","doc-摄影姿势库-汉服-室内汉服-pose-侧坐案前-md","侧坐案前姿势","国风/汉服","Obsidian","18","命中选题关键词/场景；匹配构图"
"new-chinese-qipao","新中式/旗袍写真","composition","构图","选择三分、居中、线条、留白、前后景层次等构图策略。","doc-摄影姿势库-汉服-园林汉服-00-园林汉服姿势库-md","汉服园林拍照姿势库","国风/汉服","Obsidian","17","命中选题关键词/场景；匹配构图"
"new-chinese-qipao","新中式/旗袍写真","composition","构图","选择三分、居中、线条、留白、前后景层次等构图策略。","doc-摄影姿势库-汉服-园林汉服-pose-回眸侧身-md","回眸侧身姿势","国风/汉服","Obsidian","17","命中选题关键词/场景；匹配构图"
"new-chinese-qipao","新中式/旗袍写真","composition","构图","选择三分、居中、线条、留白、前后景层次等构图策略。","doc-摄影姿势库-汉服-园林汉服-pose-站立持花-md","站立持花姿势","国风/汉服","Obsidian","17","命中选题关键词/场景；匹配构图"
"new-chinese-qipao","新中式/旗袍写真","composition","构图","选择三分、居中、线条、留白、前后景层次等构图策略。","doc-摄影姿势库-汉服-室内汉服-00-室内汉服姿势库-md","汉服室内拍照姿势库","国风/汉服","Obsidian","17","命中选题关键词/场景；匹配构图"
"new-chinese-qipao","新中式/旗袍写真","lighting","光线","决定自然光、窗边光、逆光、夜景霓虹、光影对比等现场条件。","doc-摄影姿势库-汉服-室内汉服-00-室内汉服姿势库-md","汉服室内拍照姿势库","国风/汉服","Obsidian","18","命中选题关键词/场景；匹配光线"
"new-chinese-qipao","新中式/旗袍写真","lighting","光线","决定自然光、窗边光、逆光、夜景霓虹、光影对比等现场条件。","doc-摄影姿势库-汉服-园林汉服-pose-回眸侧身-md","回眸侧身姿势","国风/汉服","Obsidian","15","命中选题关键词/场景；匹配光线"
"new-chinese-qipao","新中式/旗袍写真","lighting","光线","决定自然光、窗边光、逆光、夜景霓虹、光影对比等现场条件。","00-室内汉服姿势库-倚栏远眺-2","[[倚栏远眺]]","国风/汉服","Obsidian","15","命中选题关键词/场景；匹配光线"
"new-chinese-qipao","新中式/旗袍写真","lighting","光线","决定自然光、窗边光、逆光、夜景霓虹、光影对比等现场条件。","pose-回眸侧身-条目-3-3","条目 3","国风/汉服","Obsidian","14","命中选题关键词/场景；匹配光线"
"new-chinese-qipao","新中式/旗袍写真","lighting","光线","决定自然光、窗边光、逆光、夜景霓虹、光影对比等现场条件。","doc-摄影姿势库-拍摄指南-小清新少女风拍摄手册-md","小清新少女风拍摄手册","姿势/引导","Obsidian","4","命中选题关键词/场景；匹配光线；高优先级参考"
"new-chinese-qipao","新中式/旗袍写真","lighting","光线","决定自然光、窗边光、逆光、夜景霓虹、光影对比等现场条件。","00-笔记索引-如何在光影下拍出动感大片-22","如何在光影下拍出动感大片？","构图/技巧","小红书/Obsidian","3","匹配光线"
"new-chinese-qipao","新中式/旗袍写真","colorLut","LUT/调色","只放调色、胶片、LUT、色彩管线和后期相关内容。","00-小红书收藏-拍摄专辑-当我通过colorwalk去拍照-就会得到-33","当我通过colorwalk去拍照 🌼就会得到...","调色/后期","小红书/Obsidian","22","匹配LUT/调色"
"new-chinese-qipao","新中式/旗袍写真","colorLut","LUT/调色","只放调色、胶片、LUT、色彩管线和后期相关内容。","00-笔记索引-用colorfit给夏天点颜色瞧瞧-32","用colorfit给夏天点颜色瞧瞧‼️","调色/后期","小红书/Obsidian","22","匹配LUT/调色"
"new-chinese-qipao","新中式/旗袍写真","colorLut","LUT/调色","只放调色、胶片、LUT、色彩管线和后期相关内容。","00-小红书收藏-调色专辑-私藏干货-日系漫画调色参数分享-1","私藏干货！日系漫画调色参数分享✨","调色/后期","小红书/Obsidian","22","匹配LUT/调色"
"new-chinese-qipao","新中式/旗袍写真","publishingCopy","发布/SEO文案","标题、封面字、正文结构、平台关键词和发布角度。","xiaohongshu","小红书","中文案例/拍摄过程","小红书","21","命中选题关键词/场景；匹配发布/SEO文案；高优先级参考"
"new-chinese-qipao","新中式/旗袍写真","publishingCopy","发布/SEO文案","标题、封面字、正文结构、平台关键词和发布角度。","00-小红书收藏-拍摄专辑-新中式拍照姿势大全-4","新中式拍照姿势大全","国风/汉服","小红书/Obsidian","20","命中选题关键词/场景；匹配发布/SEO文案"
"new-chinese-qipao","新中式/旗袍写真","publishingCopy","发布/SEO文案","标题、封面字、正文结构、平台关键词和发布角度。","00-小红书收藏-拍摄专辑-这组国风旗袍夯爆了-41","这组国风旗袍夯爆了","国风/汉服","小红书/Obsidian","20","命中选题关键词/场景；匹配发布/SEO文案"
"new-chinese-qipao","新中式/旗袍写真","publishingCopy","发布/SEO文案","标题、封面字、正文结构、平台关键词和发布角度。","00-小红书收藏-拍摄专辑-i人也能拍出生命力-5个氧气感汉服拍照动作-18","i人也能拍出生命力！5个氧气感汉服拍照动作","国风/汉服","小红书/Obsidian","18","命中选题关键词/场景；匹配发布/SEO文案；高优先级参考"
"new-chinese-qipao","新中式/旗袍写真","publishingCopy","发布/SEO文案","标题、封面字、正文结构、平台关键词和发布角度。","00-笔记索引-来咯-新中式拍照姿势大全-25","来咯～新中式拍照姿势大全","国风/汉服","小红书/Obsidian","17","命中选题关键词/场景；匹配发布/SEO文案"
"new-chinese-qipao","新中式/旗袍写真","publishingCopy","发布/SEO文案","标题、封面字、正文结构、平台关键词和发布角度。","00-笔记索引-朋友圈吃不了的细糠-小红书也吃不了-42","朋友圈吃不了的细糠，小红书也吃不了","综合参考","小红书/Obsidian","9","匹配发布/SEO文案"
"cafe-daily","咖啡馆日常写真","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","pixabay","Pixabay","免费商用图片/视频","Pixabay","18","命中选题关键词/场景；匹配素材参考；高优先级参考"
"cafe-daily","咖啡馆日常写真","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","asset-摄影姿势库-姿势示意图-坐姿-pexels-09-咖啡馆坐-jpg","pexels_09_咖啡馆坐","姿势/引导","本地素材","17","命中选题关键词/场景；匹配素材参考"
"cafe-daily","咖啡馆日常写真","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","asset-摄影姿势库-汉服-园林汉服-示例图-pose-01-jpg","pose_01","国风/汉服","本地素材","17","命中选题关键词/场景；匹配素材参考"
"cafe-daily","咖啡馆日常写真","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","asset-摄影姿势库-汉服-园林汉服-示例图-pose-02-jpg","pose_02","国风/汉服","本地素材","17","命中选题关键词/场景；匹配素材参考"
"cafe-daily","咖啡馆日常写真","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","asset-摄影姿势库-汉服-园林汉服-示例图-pose-03-jpg","pose_03","国风/汉服","本地素材","17","命中选题关键词/场景；匹配素材参考"
"cafe-daily","咖啡馆日常写真","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","asset-摄影姿势库-汉服-园林汉服-示例图-pose-04-jpg","pose_04","国风/汉服","本地素材","17","命中选题关键词/场景；匹配素材参考"
"cafe-daily","咖啡馆日常写真","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","pexels","Pexels","免费商用图片/视频","Pexels","15","命中选题关键词/场景；匹配素材参考；高优先级参考"
"cafe-daily","咖啡馆日常写真","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","asset-摄影姿势库-姿势示意图-坐姿-pexels-06-阳光台阶-jpg","pexels_06_阳光台阶","姿势/引导","本地素材","14","命中选题关键词/场景；匹配素材参考"
"cafe-daily","咖啡馆日常写真","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","asset-摄影姿势库-姿势示意图-站姿-pexels-04-逆光站-jpg","pexels_04_逆光站","姿势/引导","本地素材","14","命中选题关键词/场景；匹配素材参考"
"cafe-daily","咖啡馆日常写真","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","flickr-cc","Flickr Creative Commons","授权可筛选图片","Flickr","12","命中选题关键词/场景；匹配素材参考；高优先级参考"
"cafe-daily","咖啡馆日常写真","shotAngle","拍摄角度/景别","决定镜头距离、机位、运动方式和画面覆盖范围。","doc-摄影姿势库-汉服-园林汉服-pose-回眸侧身-md","回眸侧身姿势","国风/汉服","Obsidian","25","命中选题关键词/场景；匹配拍摄角度/景别"
"cafe-daily","咖啡馆日常写真","shotAngle","拍摄角度/景别","决定镜头距离、机位、运动方式和画面覆盖范围。","doc-摄影姿势库-汉服-园林汉服-pose-站立持花-md","站立持花姿势","国风/汉服","Obsidian","20","命中选题关键词/场景；匹配拍摄角度/景别"
"cafe-daily","咖啡馆日常写真","shotAngle","拍摄角度/景别","决定镜头距离、机位、运动方式和画面覆盖范围。","doc-摄影姿势库-汉服-室内汉服-pose-侧坐案前-md","侧坐案前姿势","国风/汉服","Obsidian","20","命中选题关键词/场景；匹配拍摄角度/景别"
"cafe-daily","咖啡馆日常写真","shotAngle","拍摄角度/景别","决定镜头距离、机位、运动方式和画面覆盖范围。","doc-摄影姿势库-汉服-园林汉服-00-园林汉服姿势库-md","汉服园林拍照姿势库","国风/汉服","Obsidian","18","命中选题关键词/场景；匹配拍摄角度/景别"
"cafe-daily","咖啡馆日常写真","shotAngle","拍摄角度/景别","决定镜头距离、机位、运动方式和画面覆盖范围。","pose-回眸侧身-条目-1-1","条目 1","国风/汉服","Obsidian","17","命中选题关键词/场景；匹配拍摄角度/景别"
"cafe-daily","咖啡馆日常写真","shotAngle","拍摄角度/景别","决定镜头距离、机位、运动方式和画面覆盖范围。","pose-侧坐案前-条目-5-5","条目 5","国风/汉服","Obsidian","17","命中选题关键词/场景；匹配拍摄角度/景别"
"cafe-daily","咖啡馆日常写真","poseGuide","姿势引导","现场给模特说什么、身体怎么摆、动作怎么引导。","doc-摄影姿势库-汉服-园林汉服-00-园林汉服姿势库-md","汉服园林拍照姿势库","国风/汉服","Obsidian","28","命中选题关键词/场景；匹配姿势引导"
"cafe-daily","咖啡馆日常写真","poseGuide","姿势引导","现场给模特说什么、身体怎么摆、动作怎么引导。","doc-摄影姿势库-汉服-园林汉服-pose-回眸侧身-md","回眸侧身姿势","国风/汉服","Obsidian","27","命中选题关键词/场景；匹配姿势引导"
"cafe-daily","咖啡馆日常写真","poseGuide","姿势引导","现场给模特说什么、身体怎么摆、动作怎么引导。","doc-摄影姿势库-姿势示意图-readme-真实参考-md","README_真实参考","姿势/引导","Obsidian","23","命中选题关键词/场景；匹配姿势引导"
"cafe-daily","咖啡馆日常写真","poseGuide","姿势引导","现场给模特说什么、身体怎么摆、动作怎么引导。","asset-摄影姿势库-姿势示意图-坐姿-pexels-09-咖啡馆坐-jpg","pexels_09_咖啡馆坐","姿势/引导","本地素材","23","命中选题关键词/场景；匹配姿势引导"
"cafe-daily","咖啡馆日常写真","poseGuide","姿势引导","现场给模特说什么、身体怎么摆、动作怎么引导。","doc-摄影姿势库-汉服-室内汉服-00-室内汉服姿势库-md","汉服室内拍照姿势库","国风/汉服","Obsidian","22","命中选题关键词/场景；匹配姿势引导"
"cafe-daily","咖啡馆日常写真","poseGuide","姿势引导","现场给模特说什么、身体怎么摆、动作怎么引导。","00-小红书收藏-拍摄专辑-8个咖啡店-下午茶拍照姿势-氛围感拉满-17","8个咖啡店☕下午茶拍照姿势，氛围感拉满！","姿势/引导","小红书/Obsidian","21","命中选题关键词/场景；匹配姿势引导"
"cafe-daily","咖啡馆日常写真","composition","构图","选择三分、居中、线条、留白、前后景层次等构图策略。","pose-侧坐案前-条目-5-5","条目 5","国风/汉服","Obsidian","14","命中选题关键词/场景；匹配构图"
"cafe-daily","咖啡馆日常写真","composition","构图","选择三分、居中、线条、留白、前后景层次等构图策略。","doc-摄影姿势库-汉服-园林汉服-pose-回眸侧身-md","回眸侧身姿势","国风/汉服","Obsidian","11","命中选题关键词/场景；匹配构图"
"cafe-daily","咖啡馆日常写真","composition","构图","选择三分、居中、线条、留白、前后景层次等构图策略。","doc-摄影姿势库-汉服-园林汉服-pose-站立持花-md","站立持花姿势","国风/汉服","Obsidian","11","命中选题关键词/场景；匹配构图"
"cafe-daily","咖啡馆日常写真","composition","构图","选择三分、居中、线条、留白、前后景层次等构图策略。","doc-摄影姿势库-汉服-室内汉服-pose-侧坐案前-md","侧坐案前姿势","国风/汉服","Obsidian","11","命中选题关键词/场景；匹配构图"
"cafe-daily","咖啡馆日常写真","composition","构图","选择三分、居中、线条、留白、前后景层次等构图策略。","00-小红书收藏-拍摄专辑-学到了-海边拍照氛围感万能出片技巧-2","学到了！海边拍照氛围感万能出片技巧","构图/技巧","小红书/Obsidian","9","命中选题关键词/场景；匹配构图"
"cafe-daily","咖啡馆日常写真","composition","构图","选择三分、居中、线条、留白、前后景层次等构图策略。","00-笔记索引-如何在光影下拍出动感大片-22","如何在光影下拍出动感大片？","构图/技巧","小红书/Obsidian","9","命中选题关键词/场景；匹配构图"
"cafe-daily","咖啡馆日常写真","lighting","光线","决定自然光、窗边光、逆光、夜景霓虹、光影对比等现场条件。","doc-摄影姿势库-拍摄指南-小清新少女风拍摄手册-md","小清新少女风拍摄手册","姿势/引导","Obsidian","10","命中选题关键词/场景；匹配光线；高优先级参考"
"cafe-daily","咖啡馆日常写真","lighting","光线","决定自然光、窗边光、逆光、夜景霓虹、光影对比等现场条件。","doc-摄影姿势库-汉服-园林汉服-pose-回眸侧身-md","回眸侧身姿势","国风/汉服","Obsidian","9","命中选题关键词/场景；匹配光线"
"cafe-daily","咖啡馆日常写真","lighting","光线","决定自然光、窗边光、逆光、夜景霓虹、光影对比等现场条件。","pose-回眸侧身-条目-3-3","条目 3","国风/汉服","Obsidian","9","命中选题关键词/场景；匹配光线"
"cafe-daily","咖啡馆日常写真","lighting","光线","决定自然光、窗边光、逆光、夜景霓虹、光影对比等现场条件。","00-笔记索引-如何在光影下拍出动感大片-22","如何在光影下拍出动感大片？","构图/技巧","小红书/Obsidian","7","命中选题关键词/场景；匹配光线"
"cafe-daily","咖啡馆日常写真","lighting","光线","决定自然光、窗边光、逆光、夜景霓虹、光影对比等现场条件。","00-笔记索引-阳光下的活人感大片-24","阳光下的活人感大片！","综合参考","小红书/Obsidian","7","命中选题关键词/场景；匹配光线"
"cafe-daily","咖啡馆日常写真","lighting","光线","决定自然光、窗边光、逆光、夜景霓虹、光影对比等现场条件。","00-笔记索引-用全屏-live-走进我的夏日阳光农场-27","用全屏 live 走进我的夏日阳光农场🏡","综合参考","小红书/Obsidian","7","命中选题关键词/场景；匹配光线"
"cafe-daily","咖啡馆日常写真","colorLut","LUT/调色","只放调色、胶片、LUT、色彩管线和后期相关内容。","00-小红书收藏-拍摄专辑-当我通过colorwalk去拍照-就会得到-33","当我通过colorwalk去拍照 🌼就会得到...","调色/后期","小红书/Obsidian","23","命中选题关键词/场景；匹配LUT/调色"
"cafe-daily","咖啡馆日常写真","colorLut","LUT/调色","只放调色、胶片、LUT、色彩管线和后期相关内容。","00-笔记索引-用colorfit给夏天点颜色瞧瞧-32","用colorfit给夏天点颜色瞧瞧‼️","调色/后期","小红书/Obsidian","23","命中选题关键词/场景；匹配LUT/调色"
"cafe-daily","咖啡馆日常写真","colorLut","LUT/调色","只放调色、胶片、LUT、色彩管线和后期相关内容。","00-小红书收藏-调色专辑-私藏干货-日系漫画调色参数分享-1","私藏干货！日系漫画调色参数分享✨","调色/后期","小红书/Obsidian","23","命中选题关键词/场景；匹配LUT/调色"
"cafe-daily","咖啡馆日常写真","publishingCopy","发布/SEO文案","标题、封面字、正文结构、平台关键词和发布角度。","xiaohongshu","小红书","中文案例/拍摄过程","小红书","22","命中选题关键词/场景；匹配发布/SEO文案；高优先级参考"
"cafe-daily","咖啡馆日常写真","publishingCopy","发布/SEO文案","标题、封面字、正文结构、平台关键词和发布角度。","00-小红书收藏-拍摄专辑-8个咖啡店-下午茶拍照姿势-氛围感拉满-17","8个咖啡店☕下午茶拍照姿势，氛围感拉满！","姿势/引导","小红书/Obsidian","13","命中选题关键词/场景；匹配发布/SEO文案"
"cafe-daily","咖啡馆日常写真","publishingCopy","发布/SEO文案","标题、封面字、正文结构、平台关键词和发布角度。","00-小红书收藏-拍摄专辑-i人也能拍出生命力-5个氧气感汉服拍照动作-18","i人也能拍出生命力！5个氧气感汉服拍照动作","国风/汉服","小红书/Obsidian","11","命中选题关键词/场景；匹配发布/SEO文案；高优先级参考"
"cafe-daily","咖啡馆日常写真","publishingCopy","发布/SEO文案","标题、封面字、正文结构、平台关键词和发布角度。","00-小红书收藏-视频拍摄专辑-别再乱拍空镜-这才是电影感正确拍法-4","别再乱拍空镜，这才是电影感正确拍法！","视频拍摄","小红书/Obsidian","11","命中选题关键词/场景；匹配发布/SEO文案；高优先级参考"
"cafe-daily","咖啡馆日常写真","publishingCopy","发布/SEO文案","标题、封面字、正文结构、平台关键词和发布角度。","00-小红书收藏-拍摄专辑-学到了-海边拍照氛围感万能出片技巧-2","学到了！海边拍照氛围感万能出片技巧","构图/技巧","小红书/Obsidian","10","命中选题关键词/场景；匹配发布/SEO文案"
"cafe-daily","咖啡馆日常写真","publishingCopy","发布/SEO文案","标题、封面字、正文结构、平台关键词和发布角度。","00-小红书收藏-拍摄专辑-青春胶片感单人毕业照-i人拍照姿势合集-3","🍃青春胶片感单人毕业照🎓i人拍照姿势合集","姿势/引导","小红书/Obsidian","10","命中选题关键词/场景；匹配发布/SEO文案"
"urban-night","城市夜景电影感","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","pixabay","Pixabay","免费商用图片/视频","Pixabay","17","命中选题关键词/场景；匹配素材参考；高优先级参考"
"urban-night","城市夜景电影感","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","pexels","Pexels","免费商用图片/视频","Pexels","15","命中选题关键词/场景；匹配素材参考；高优先级参考"
"urban-night","城市夜景电影感","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","asset-摄影姿势库-汉服-园林汉服-示例图-pose-01-jpg","pose_01","国风/汉服","本地素材","14","匹配素材参考"
"urban-night","城市夜景电影感","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","asset-摄影姿势库-汉服-园林汉服-示例图-pose-02-jpg","pose_02","国风/汉服","本地素材","14","匹配素材参考"
"urban-night","城市夜景电影感","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","asset-摄影姿势库-汉服-园林汉服-示例图-pose-03-jpg","pose_03","国风/汉服","本地素材","14","匹配素材参考"
"urban-night","城市夜景电影感","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","asset-摄影姿势库-汉服-园林汉服-示例图-pose-04-jpg","pose_04","国风/汉服","本地素材","14","匹配素材参考"
"urban-night","城市夜景电影感","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","flickr-cc","Flickr Creative Commons","授权可筛选图片","Flickr","12","命中选题关键词/场景；匹配素材参考；高优先级参考"
"urban-night","城市夜景电影感","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","00-小红书收藏-视频拍摄专辑-别再乱拍空镜-这才是电影感正确拍法-4","别再乱拍空镜，这才是电影感正确拍法！","视频拍摄","小红书/Obsidian","12","命中选题关键词/场景；匹配素材参考；高优先级参考"
"urban-night","城市夜景电影感","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","asset-摄影姿势库-姿势示意图-坐姿-04-台阶坐姿-png","04_台阶坐姿","姿势/引导","本地素材","11","匹配素材参考"
"urban-night","城市夜景电影感","materialReference","素材参考","图片、视频、平台链接和本地示例图，只负责看画面/找素材，不承担姿势或调色决策。","asset-摄影姿势库-姿势示意图-坐姿-pexels-03-台阶坐-jpg","pexels_03_台阶坐","姿势/引导","本地素材","11","匹配素材参考"
"urban-night","城市夜景电影感","shotAngle","拍摄角度/景别","决定镜头距离、机位、运动方式和画面覆盖范围。","doc-摄影姿势库-汉服-园林汉服-pose-回眸侧身-md","回眸侧身姿势","国风/汉服","Obsidian","19","匹配拍摄角度/景别"
"urban-night","城市夜景电影感","shotAngle","拍摄角度/景别","决定镜头距离、机位、运动方式和画面覆盖范围。","doc-摄影姿势库-汉服-园林汉服-00-园林汉服姿势库-md","汉服园林拍照姿势库","国风/汉服","Obsidian","14","匹配拍摄角度/景别"
"urban-night","城市夜景电影感","shotAngle","拍摄角度/景别","决定镜头距离、机位、运动方式和画面覆盖范围。","pose-回眸侧身-条目-1-1","条目 1","国风/汉服","Obsidian","14","匹配拍摄角度/景别"
"urban-night","城市夜景电影感","shotAngle","拍摄角度/景别","决定镜头距离、机位、运动方式和画面覆盖范围。","pose-侧坐案前-条目-5-5","条目 5","国风/汉服","Obsidian","14","匹配拍摄角度/景别"
"urban-night","城市夜景电影感","shotAngle","拍摄角度/景别","决定镜头距离、机位、运动方式和画面覆盖范围。","doc-摄影姿势库-汉服-园林汉服-pose-站立持花-md","站立持花姿势","国风/汉服","Obsidian","14","匹配拍摄角度/景别"
"urban-night","城市夜景电影感","shotAngle","拍摄角度/景别","决定镜头距离、机位、运动方式和画面覆盖范围。","doc-摄影姿势库-汉服-室内汉服-pose-侧坐案前-md","侧坐案前姿势","国风/汉服","Obsidian","14","匹配拍摄角度/景别"
"urban-night","城市夜景电影感","poseGuide","姿势引导","现场给模特说什么、身体怎么摆、动作怎么引导。","doc-摄影姿势库-汉服-园林汉服-00-园林汉服姿势库-md","汉服园林拍照姿势库","国风/汉服","Obsidian","24","匹配姿势引导"
"urban-night","城市夜景电影感","poseGuide","姿势引导","现场给模特说什么、身体怎么摆、动作怎么引导。","doc-摄影姿势库-汉服-园林汉服-pose-回眸侧身-md","回眸侧身姿势","国风/汉服","Obsidian","21","匹配姿势引导"
"urban-night","城市夜景电影感","poseGuide","姿势引导","现场给模特说什么、身体怎么摆、动作怎么引导。","doc-摄影姿势库-姿势示意图-readme-真实参考-md","README_真实参考","姿势/引导","Obsidian","20","匹配姿势引导"
"urban-night","城市夜景电影感","poseGuide","姿势引导","现场给模特说什么、身体怎么摆、动作怎么引导。","asset-摄影姿势库-姿势示意图-站姿-03-回眸站-png","03_回眸站","姿势/引导","本地素材","20","匹配姿势引导"
"urban-night","城市夜景电影感","poseGuide","姿势引导","现场给模特说什么、身体怎么摆、动作怎么引导。","doc-摄影姿势库-汉服-室内汉服-00-室内汉服姿势库-md","汉服室内拍照姿势库","国风/汉服","Obsidian","18","匹配姿势引导"
"urban-night","城市夜景电影感","poseGuide","姿势引导","现场给模特说什么、身体怎么摆、动作怎么引导。","00-小红书收藏-设计专辑-7-个-vibecoder-都应该知道的网站-5","7 个 vibecoder 都应该知道的网站","姿势/引导","小红书/Obsidian","17","匹配姿势引导"
"urban-night","城市夜景电影感","composition","构图","选择三分、居中、线条、留白、前后景层次等构图策略。","pose-侧坐案前-条目-5-5","条目 5","国风/汉服","Obsidian","11","匹配构图"
"urban-night","城市夜景电影感","composition","构图","选择三分、居中、线条、留白、前后景层次等构图策略。","00-笔记索引-如何在光影下拍出动感大片-22","如何在光影下拍出动感大片？","构图/技巧","小红书/Obsidian","8","命中选题关键词/场景；匹配构图"
"urban-night","城市夜景电影感","composition","构图","选择三分、居中、线条、留白、前后景层次等构图策略。","huaban","花瓣网","灵感板/视觉风格","花瓣","6","命中选题关键词/场景；匹配构图；高优先级参考"
"urban-night","城市夜景电影感","composition","构图","选择三分、居中、线条、留白、前后景层次等构图策略。","00-小红书收藏-拍摄专辑-存一些拍花技巧-9个万能构图技巧-姿势-12","存一些拍花技巧📷 9个万能构图技巧➕姿势","姿势/引导","小红书/Obsidian","6","命中选题关键词/场景；匹配构图；高优先级参考"
"urban-night","城市夜景电影感","composition","构图","选择三分、居中、线条、留白、前后景层次等构图策略。","00-笔记索引-人像摄影16种构图及拍摄思路-36","📸人像摄影16种构图及拍摄思路","构图/技巧","小红书/Obsidian","6","命中选题关键词/场景；匹配构图；高优先级参考"
"urban-night","城市夜景电影感","composition","构图","选择三分、居中、线条、留白、前后景层次等构图策略。","00-小红书收藏-拍摄专辑-存一些拍蓝花楹技巧-9个万能构图-姿势-24","存一些拍蓝花楹技巧📷 9个万能构图➕姿势","姿势/引导","小红书/Obsidian","6","命中选题关键词/场景；匹配构图；高优先级参考"
"urban-night","城市夜景电影感","lighting","光线","决定自然光、窗边光、逆光、夜景霓虹、光影对比等现场条件。","00-笔记索引-如何在光影下拍出动感大片-22","如何在光影下拍出动感大片？","构图/技巧","小红书/Obsidian","6","命中选题关键词/场景；匹配光线"
"urban-night","城市夜景电影感","lighting","光线","决定自然光、窗边光、逆光、夜景霓虹、光影对比等现场条件。","doc-摄影姿势库-拍摄指南-小清新少女风拍摄手册-md","小清新少女风拍摄手册","姿势/引导","Obsidian","4","命中选题关键词/场景；匹配光线；高优先级参考"
